,Dates,Cases,Deaths,Active Cases,Daily Cases,Daily Deaths,CFR,Cases growth rate,Deaths growth rate
0,Feb 15,0,0,0,0,0,0.0,0.0,0.0
1,Feb 16,0,0,0,0,0,0.0,0.0,0.0
2,Feb 17,0,0,0,0,0,0.0,0.0,0.0
3,Feb 18,0,0,0,0,0,0.0,0.0,0.0
4,Feb 19,0,0,0,0,0,0.0,0.0,0.0
5,Feb 20,0,0,0,0,0,0.0,0.0,0.0
6,Feb 21,0,0,0,0,0,0.0,0.0,0.0
7,Feb 22,0,0,0,0,0,0.0,0.0,0.0
8,Feb 23,0,0,0,0,0,0.0,0.0,0.0
9,Feb 24,0,0,0,0,0,0.0,0.0,0.0
10,Feb 25,0,0,0,0,0,0.0,0.0,0.0
11,Feb 26,0,0,0,0,0,0.0,0.0,0.0
12,Feb 27,0,0,0,0,0,0.0,0.0,0.0
13,Feb 28,0,0,0,0,0,0.0,0.0,0.0
14,Feb 29,0,0,0,0,0,0.0,0.0,0.0
15,Mar 01,0,0,0,0,0,0.0,0.0,0.0
16,Mar 02,0,0,0,0,0,0.0,0.0,0.0
17,Mar 03,0,0,0,0,0,0.0,0.0,0.0
18,Mar 04,0,0,0,0,0,0.0,0.0,0.0
19,Mar 05,0,0,0,0,0,0.0,0.0,0.0
20,Mar 06,0,0,0,0,0,0.0,0.0,0.0
21,Mar 07,0,0,0,0,0,0.0,0.0,0.0
22,Mar 08,0,0,0,0,0,0.0,0.0,0.0
23,Mar 09,0,0,0,0,0,0.0,0.0,0.0
24,Mar 10,0,0,0,0,0,0.0,0.0,0.0
25,Mar 11,0,0,0,0,0,0.0,0.0,0.0
26,Mar 12,0,0,0,0,0,0.0,0.0,0.0
27,Mar 13,0,0,0,0,0,0.0,0.0,0.0
28,Mar 14,0,0,0,0,0,0.0,0.0,0.0
29,Mar 15,0,0,0,0,0,0.0,0.0,0.0
30,Mar 16,0,0,0,0,0,0.0,0.0,0.0
31,Mar 17,0,0,0,0,0,0.0,0.0,0.0
32,Mar 18,0,0,0,0,0,0.0,0.0,0.0
33,Mar 19,0,0,0,0,0,0.0,0.0,0.0
34,Mar 20,3,0,3,3,0,0.0,0.0,0.0
35,Mar 21,3,0,3,0,0,0.0,1.0,0.0
36,Mar 22,3,0,3,0,0,0.0,1.0,0.0
37,Mar 23,12,0,12,9,0,0.0,4.0,0.0
38,Mar 24,17,0,17,5,0,0.0,1.4166666666666667,0.0
39,Mar 25,19,0,19,2,0,0.0,1.1176470588235294,0.0
40,Mar 26,23,0,23,4,0,0.0,1.2105263157894737,0.0
41,Mar 27,26,0,26,3,0,0.0,1.1304347826086956,0.0
42,Mar 28,26,0,26,0,0,0.0,1.0,0.0
43,Mar 29,39,0,39,13,0,0.0,1.5,0.0
44,Mar 30,43,0,43,4,0,0.0,1.1025641025641026,0.0
45,Mar 31,57,0,57,14,0,0.0,1.3255813953488371,0.0
46,Apr 01,57,0,57,0,0,0.0,1.0,0.0
47,Apr 02,59,0,59,2,0,0.0,1.0350877192982457,0.0
48,Apr 03,70,0,70,11,0,0.0,1.1864406779661016,0.0
49,Apr 04,70,0,70,0,0,0.0,1.0,0.0
50,Apr 05,72,0,70,2,0,0.0,1.0285714285714285,0.0
51,Apr 06,82,0,80,10,0,0.0,1.1388888888888888,0.0
