,Cases,Dates,Deaths,Daily Cases,Daily Deaths,CFR
0,0,Feb 15,0,0,0,0.0
1,0,Feb 16,0,0,0,0.0
2,0,Feb 17,0,0,0,0.0
3,0,Feb 18,0,0,0,0.0
4,0,Feb 19,0,0,0,0.0
5,0,Feb 20,0,0,0,0.0
6,0,Feb 21,0,0,0,0.0
7,0,Feb 22,0,0,0,0.0
8,0,Feb 23,0,0,0,0.0
9,0,Feb 24,0,0,0,0.0
10,0,Feb 25,0,0,0,0.0
11,0,Feb 26,0,0,0,0.0
12,0,Feb 27,0,0,0,0.0
13,0,Feb 28,0,0,0,0.0
14,0,Feb 29,0,0,0,0.0
15,0,Mar 01,0,0,0,0.0
16,0,Mar 02,0,0,0,0.0
17,0,Mar 03,0,0,0,0.0
18,0,Mar 04,0,0,0,0.0
19,0,Mar 05,0,0,0,0.0
20,0,Mar 06,0,0,0,0.0
21,0,Mar 07,0,0,0,0.0
22,0,Mar 08,0,0,0,0.0
23,0,Mar 09,0,0,0,0.0
24,0,Mar 10,0,0,0,0.0
25,0,Mar 11,0,0,0,0.0
26,0,Mar 12,0,0,0,0.0
27,0,Mar 13,0,0,0,0.0
28,2,Mar 14,0,2,0,0.0
29,3,Mar 15,0,1,0,0.0
30,3,Mar 16,0,0,0,0.0
31,4,Mar 17,0,1,0,0.0
32,6,Mar 18,0,2,0,0.0
33,6,Mar 19,0,0,0,0.0
34,7,Mar 20,0,1,0,0.0
35,7,Mar 21,0,0,0,0.0
36,7,Mar 22,0,0,0,0.0
37,7,Mar 23,0,0,0,0.0
38,7,Mar 24,0,0,0,0.0
39,7,Mar 25,0,0,0,0.0
40,7,Mar 26,0,0,0,0.0
41,7,Mar 27,0,0,0,0.0
42,8,Mar 28,0,1,0,0.0
43,8,Mar 29,0,0,0,0.0
44,8,Mar 30,0,0,0,0.0
45,10,Mar 31,0,2,0,0.0
46,10,Apr 01,0,0,0,0.0
47,10,Apr 02,0,0,0,0.0
48,10,Apr 03,0,0,0,0.0
49,10,Apr 04,0,0,0,0.0
50,10,Apr 05,0,0,0,0.0
51,11,Apr 06,0,1,0,0.0
52,11,Apr 07,0,0,0,0.0
53,11,Apr 08,0,0,0,0.0
54,11,Apr 09,0,0,0,0.0
55,11,Apr 10,0,0,0,0.0
56,11,Apr 11,0,0,0,0.0
57,11,Apr 12,0,0,0,0.0
58,11,Apr 13,0,0,0,0.0
59,11,Apr 14,0,0,0,0.0
60,11,Apr 15,0,0,0,0.0
61,11,Apr 16,0,0,0,0.0
62,11,Apr 17,0,0,0,0.0
63,11,Apr 18,0,0,0,0.0
64,11,Apr 19,0,0,0,0.0
65,11,Apr 20,0,0,0,0.0
66,11,Apr 21,0,0,0,0.0
67,11,Apr 22,0,0,0,0.0
68,11,Apr 23,0,0,0,0.0
69,11,Apr 24,0,0,0,0.0
70,11,Apr 25,0,0,0,0.0
71,11,Apr 26,0,0,0,0.0
72,11,Apr 27,0,0,0,0.0
73,11,Apr 28,0,0,0,0.0
74,11,Apr 29,0,0,0,0.0
75,11,Apr 30,0,0,0,0.0
76,11,May 01,0,0,0,0.0
77,11,May 02,0,0,0,0.0
78,11,May 03,0,0,0,0.0
79,11,May 04,0,0,0,0.0
80,11,May 05,0,0,0,0.0
81,11,May 06,0,0,0,0.0
82,11,May 07,0,0,0,0.0
